"",,0,MUX_PRBSI,,"If EN_PRBSI is set, this control chooses the",0x0,R/W
"",,,,,IRQx output pin on which the event is,,
"",,,,,triggered.,,
"",,,,0,Route IRQ trigger signal to the IRQ0 pin.,,
"",,,,1,Route IRQ trigger signal to the IRQ1 pin.,,
0x029,IRQ_OUTPUT_MUX0,[7:4],RESERVED,,Reserved.,0x0,R
"",,3,MUX_DAC0_CAL_,,"If EN_DAC0_CAL_DONE is set, this control",0x0,R/W
"",,,DONE,,chooses the IRQx output pin on which the,,
"",,,,,event is triggered.,,
"",,,,0,Route IRQ trigger signal to the IRQ0 pin.,,
"",,,,1,Route IRQ trigger signal to the IRQ1 pin.,,
"",,[2:1],RESERVED,,Reserved.,0x0,R/W
"",,0,MUX_PAERR0,,"If EN_PAERR0 is set, this control chooses",0x0,R/W
"",,,,,the IRQx output pin on which the event is,,
"",,,,,triggered.,,
"",,,,0,Route IRQ trigger signal to the IRQ0 pin.,,
"",,,,1,Route IRQ trigger signal to the IRQ1 pin.,,
0x02A,IRQ_OUTPUT_MUX1,[7:4],RESERVED,,Reserved.,0x0,R
"",,3,MUX_DAC1_CAL_,,"If EN_DAC1_CAL_DONE is set, this control",0x0,R/W
"",,,DONE,,chooses the IRQx output pin on which the,,
"",,,,,event is triggered.,,
"",,,,0,Route IRQ trigger signal to the IRQ0 pin.,,
"",,,,1,Route IRQ trigger signal to the IRQ1 pin.,,
"",,[2:1],RESERVED,,Reserved.,0x0,R/W
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
"",,0,MUX_PAERR1,,"If EN_PAERR1 is set, this control chooses",0x0,R/W
"",,,,,the IRQx output pin on which the event is,,
"",,,,,triggered.,,
"",,,,0,Route IRQ trigger signal to the IRQ0 pin.,,
"",,,,1,Route IRQ trigger signal to the IRQ1 pin.,,
0x02B,IRQ_OUTPUT_MUX2,[7:6],RESERVED,,Reserved.,0x0,R
"",,5,MUX_DLL_LOST,,"If EN_DLL_LOST is set, this control chooses",0x0,R/W
"",,,,,the IRQx output pin on which the event is,,
"",,,,,triggered.,,
"",,,,0,Route IRQ trigger signal to the IRQ0 pin.,,
"",,,,1,Route IRQ trigger signal to the IRQ1 pin.,,
"",,4,MUX_DLL_LOCK,,"If EN_DLL_LOCK is set, this control chooses",0x0,R/W
"",,,,,the IRQx output pin on which the event is,,
"",,,,,triggered.,,
"",,,,0,Route IRQ trigger signal to the IRQ0 pin.,,
"",,,,1,Route IRQ trigger signal to the IRQ1 pin.,,
"",,[3:2],RESERVED,,Reserved.,0x0,R/W
"",,1,MUX_PLL_LOST,,"If EN_PLL_LOST is set, this control chooses",0x0,R/W
"",,,,,the IRQx pin on which the event is,,
"",,,,,triggered.,,
"",,,,0,Route IRQ trigger signal to the IRQ0 pin.,,
"",,,,1,Route IRQ trigger signal to the IRQ1 pin.,,
"",,0,MUX_PLL_LOCK,,"If EN_PLL_LOCK is set, this control chooses",0x0,R/W
"",,,,,the IRQx pin on which the event is,,
"",,,,,triggered.,,
"",,,,0,Route IRQ trigger signal to the IRQ0 pin.,,
"",,,,1,Route IRQ trigger signal to the IRQ1 pin.,,
0x02C,IRQ_STATUS_ALL,[7:1],RESERVED,,Reserved.,0x0,R
"",,0,IRQ_STATUS_ALL,,This bit is an OR of all the bits in,0x0,R/W
"",,,,,Register 0x24 to Register 0x27. Writing a,,
"",,,,,one to this bit clears any latched IRQx,,
"",,,,,signals in Register 0x24 to Register 0x27.,,
0x036,SYSREF_COUNT,[7:0],SYSREF_COUNT,,Number of rising SYSREF± edges to ignore,0x0,R/W
"",,,,,before synchronization (pulse counting,,
"",,,,,mode).,,
0x039,SYSREF_ERR_,7,RESERVED,,Reserved.,0x0,R
"",WINDOW,[6:0],SYSREF_ERR_,,Amount of jitter allowed on the SYSREF±,0x0,R/W
"",,,WINDOW,,input. SYSREF± jitter variations larger than,,
"",,,,,this trigger an interrupt. Units are in DAC,,
"",,,,,clocks.,,
0x03A,SYSREF_MODE,[7:5],RESERVED,,Reserved.,0x0,R
"",,4,SYNC_ROTATION_,,Synchronization logic rotation complete flag.,0x1,R
"",,,DONE,,,,
"",,[3:2],RESERVED,,Reserved.,0x0,R
"",,1,SYSREF_MODE_,,Enable one-shot synchronization rotation,0x0,R/W
"",,,ONESHOT,,mode.,,
"",,,,00,Monitor mode. Status/error flag for IRQ_,,
"",,,,,SYSREF_JITTER is 1 if the SYSREF± edge is,,
"",,,,,"outside the error window (Register 0x039,",,
"",,,,,Bits[6:0]).,,
"",,,,01,Perform a single synchronization on the next,,
"",,,,,"SYSREF±, then switch to monitor mode.",,
"",,0,RESERVED,,Reserved.,0x0,R/W
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x03B,ROTATION_MODE,7,SYNCLOGIC_EN,,This bit must always be set to 1 (default) for,0x1,R/W
"",,,,,both Subclass 0 and Subclass 1 operations.,,
"",,6,RESERVED,,"Reserved. For proper operation, write this",0x0,R/W
"",,,,,bit to a 1.,,
"",,5,PERIODIC_RST_EN,,Synchronization required setting. Always,0x1,R/W
"",,,,,set this bit to 1 for both Subclass 0 and,,
"",,,,,Subclass 1 operation.,,
"",,4,NCORST_AFTER_,,Set this bit to 1 to reset all NCOs after digital,0x1,R/W
"",,,ROT_EN,,reset or synchronization rotation. Either this,,
"",,,,,control or the START_NCO_SYNC bit,,
"",,,,,"(Register 0x1E7, Bit 0) can be used to reset",,
"",,,,,all the NCOs (main and channel,,
"",,,,,datapaths).,,
"",,[3:2],RESERVED,,Reserved.,0x0,R
"",,[1:0],ROTATION_MODE,,Selects the circuitry to be reset when a,0x0,R/W
"",,,,,synchronization rotation occurs. Certain,,
"",,,,,bits being set to 1 determine the actions,,
"",,,,,taken when a synchronization rotation is,,
"",,,,,performed. Bit 0 corresponds to a SERDES,,
"",,,,,clock reset and realignment. Bit 1 corres-,,
"",,,,,"ponds to a datapath soft off/on gain, which",,
"",,,,,must only be used if PA protection is in use. If,,
"",,,,,"PA protection is not used, set Bit 1 to 0.",,
"",,,,0,"No action, with either the SERDES clocks or",,
"",,,,,"the datapath, occurs when a synchro-",,
"",,,,,nization rotation occurs.,,
"",,,,1,The links drop and the SERDES clocks are,,
"",,,,,reset. It is recommended to set this bit high,,
"",,,,,so that when a synchronization rotation is,,
"",,,,,"performed, the SERDES clocks realign",,
"",,,,,properly.,,
"",,,,10,The datapath automatically uses the soft,,
"",,,,,on/off functionality to turn on and off the,,
"",,,,,datapath stream during a synchronization,,
"",,,,,rotation to avoid corrupted data from,,
"",,,,,being transmitted. Only use this feature if,,
"",,,,,the PA protection block is in use.,,
"",,,,11,Both the SERDES clock reset and datapath,,
"",,,,,soft on/off feature are enabled.,,
0x03F,TX_ENABLE,[7:6],RESERVED,,Reserved.,0x0,R/W
"",,5,TXEN_DATAPATH_,,Selects whether the datapath of DAC1 is,0x0,R/W
"",,,DAC1,,muted when the TXEN1 pin is brought low.,,
"",,,,0,Datapath output is normal.,,
"",,,,1,"If TXEN1 = 0, the datapath output is",,
"",,,,,"immediately zeroed. If TXEN1 = 1, the",,
"",,,,,datapath outputs normal operation.,,
"",,4,TXEN_DATAPATH_,,Selects whether the datapath of DAC0 is,0x0,R/W
"",,,DAC0,,muted when the TXEN0 pin is brought low.,,
"",,,,0,Datapath output is normal.,,
"",,,,1,"If TXEN0 = 0, the datapath output is",,
"",,,,,"immediately zeroed. If TXEN0 = 1, the",,
"",,,,,datapath outputs normal operation.,,
"",,[3:0],RESERVED,,Reserved.,0x0,R/W
0x050,CAL_CLK_DIV,[7:4],RESERVED,,Reserved,0x2,R/W
"",,[3:0],CAL_CLK_DIV,,Calibration register control. Set these bits,0x8,R/W
"",,,,,to 0xA for optimized calibration setting.,,
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x051,CAL_CTRL,7,CAL_CTRL0,,Calibration setting. Set this bit to 1.,0x1,R/W
"",,,,0,Reset the calibration engine.,,
"",,,,1,Enable the calibration routine.,,
"",,[6:3],RESERVED,,Reserved.,0x0,R/W
"",,[2:1],CAL_CTRL1,,Calibration mode selection. Set this bit,0x1,R/W
"",,,,,field to 1 for optimized calibration mode.,,
"",,,,,Paged by the MAINDAC_PAGE bits in,,
"",,,,,Register 0x008.,,
"",,,,1,Set calibration control setting.,,
"",,0,CAL_START,,"Start calibration. After starting calibration, do",0x0,R/W
"",,,,,not write to any register from Register 0x051,,
"",,,,,"to Register 0x061 until Register 0x052, Bit",,
"",,,,,2 reads low (indicating that the calibration,,
"",,,,,is no longer active). Paged by the,,
"",,,,,MAINDAC_PAGE bits in Register 0x008.,,
0x052,CAL_STAT,[7:3],RESERVED,,Reserved.,0x0,R/W
"",,2,CAL_ACTIVE,,Calibration active status flag. A readback,0x0,R
"",,,,,of 1 indicates the calibration routine is still,,
"",,,,,in progress. This control is paged by the,,
"",,,,,MAINDAC_PAGE bits in Register 0x008.,,
"",,1,CAL_FAIL_SEARCH,,Calibration failure flag. A readback of 1,0x0,R
"",,,,,indicates the calibration routine failed and is,,
"",,,,,possibly not valid. This control is paged by,,
"",,,,,the MAINDAC_PAGE bits in Register 0x008.,,
"",,0,CAL_FINISH,,Calibration complete flag. A readback of 1,0x0,R
"",,,,,indicates the calibration completed. This,,
"",,,,,control is paged by the MAINDAC_PAGE,,
"",,,,,bits in Register 0x008.,,
0x05A,FSC1,[7:0],FSC_CTRL[7:0],,Sets the full-scale (maximum) current that,0x28,R/W
"",,,,,is available from the DACx analog outputs.,,
"",,,,,This control is paged by the MAINDAC_,,
"",,,,,PAGE bits in Register 0x008. Full-scale,,
"",,,,,current = 15.625 mA + FSC_CTRL ×,,
"",,,,,(25/256) (mA).,,
0x061,CAL_DEBUG0,7,RESERVED,,Reserved.,0x0,R/W
"",,6,CAL_CTRL2,,Calibration control. Set this bit to 1 for,0x1,R/W
"",,,,,optimized calibration setting.,,
"",,5,CAL_CTRL3,,Calibration control. Set this bit to 1 for,0x1,R/W
"",,,,,optimized calibration setting.,,
"",,4,RESERVED,,Reserved.,0x0,R/W
"",,3,CAL_CTRL4,,Calibration control. Set this bit to 1 for,0x0,R/W
"",,,,,optimized calibration setting.,,
"",,[2:0],RESERVED,,Reserved.,0x0,R/W
0x081,CLK_CTRL,[7:2],RESERVED,,Reserved.,0x0,R/W
"",,1,CAL_CLK_PD1,,After the calibration is complete for DAC1,0x0,R/W
"",,,,,"(Register 0x052, Bit 0 = 1), set this bit high",,
"",,,,,to power down the calibration clock.,,
"",,0,CAL_CLK_PD0,,After the calibration is complete for DAC0,0x0,R/W
"",,,,,"(Register 0x052, Bit 0 = 1), set this bit high",,
"",,,,,to power down the calibration clock.,,
0x083,NVM_CTRL0,7,NVM_CTRL0A,,NVM register control for the ring oscillator.,0x0,R/W
"",,[6:2],RESERVED,,Reserved.,0x0,R
"",,[1:0],NVM_CTRL0B,,NVM register control for the ring oscillator.,0x2,R/W
"",,,,00,Divide by 8.,,
"",,,,01,Divide by 16.,,
"",,,,10,Divide by 32.,,
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x084,SYSREF_CTRL,7,RESERVED,,Reserved.,0x0,R/W
"",,6,SYSREF_,,Sets the input mode type for the SYSREF±,0x0,R/W
"",,,INPUTMODE,,pins.,,
"",,,,0,AC couple SYSREF±.,,
"",,,,1,DC couple SYSREF±.,,
"",,[5:1],RESERVED,,Reserved.,0x0,R/W
"",,0,SYSREF_PD,,Power down the SYSREF± receiver and,0x0,R/W
"",,,,,"synchronization circuitry. If using Subclass 0,",,
"",,,,,set this bit to 1 because the SYSREF± pins,,
"",,,,,are not used.,,
"",,,,0,SYSREF± receiver is powered on.,,
"",,,,1,SYSREF± receiver is powered down.,,
0x085,NVM_CTRL1,7,RESERVED,,Reserved.,0x0,R
"",,[6:4],NVM_CTRL1A,,NVM control. Set this control to 1 at the start,0x1,R/W
"",,,,,of the configuration sequence (as shown,,
"",,,,,in the Start-Up Sequence section) and set,,
"",,,,,to 0 at the end of the start-up routine,,
"",,,,,when no longer programming the device.,,
"",,[3:2],RESERVED,,Reserved.,0x0,R
"",,1,NVM_CTRL1B,,NVM control. Set this control to 1 at the start,0x1,R/W
"",,,,,of the configuration sequence (as shown in,,
"",,,,,the Start-Up Sequence section) and set to 0,,
"",,,,,at the end of the start-up routine when no,,
"",,,,,longer programming the device.,,
"",,0,NVM_CTRL1C,,NVM control. Set this control to 0 at the start,0x1,R/W
"",,,,,of the configuration sequence (as shown in,,
"",,,,,the Start-Up Sequence section) and set to 1,,
"",,,,,at the end of the start-up routine when no,,
"",,,,,longer programming the device.,,
0x08D,ADC_CLK_CTRL0,[7:5],RESERVED,,Reserved.,0x0,R
"",,[4:0],CLKOUT_SWING,,Controls the swing level of the ADC clock,0x0,R/W
"",,,,,driver. Swing can be negative (inverts clock).,,
"",,,,,The calculation for Code 0 to Code 9 is as,,
"",,,,,follows:,,
"",,,,,ADC driver swing = 993 mV − CLKOUT_,,
"",,,,,SWING × 77 mV.,,
"",,,,,The calculation for Code 10 to Code 19 is,,
"",,,,,as follows:,,
"",,,,,ADC driver swing = (20 − CLKOUT_SWING ×,,
"",,,,,77 mV) − 1 V.,,
0x08F,ADC_CLK_CTRL2,[7:1],RESERVED,,Reserved.,0x0,R
"",,0,PD_CLKOUT_,,Powers down the CLKOUT± output driver.,0x0,R/W
"",,,DRIVER,,,,
0x090,DAC_POWERDOWN,[7:2],RESERVED,,Reserved.,0x0,R
"",,1,DAC_PD1,,Powers down DAC1.,0x1,R/W
"",,,,0,Power up DAC1.,,
"",,,,1,Power down DAC1.,,
"",,0,DAC_PD0,,Powers down DAC0.,0x1,R/W
"",,,,0,Power up DAC0.,,
"",,,,1,Power down DAC0.,,
0x091,ACLK_CTRL,[7:1],RESERVED,,Reserved.,0x0,R/W
"",,0,ACLK_,,Analog clock receiver power-down.,0x1,R/W
"",,,POWERDOWN,,,,
Addr.,Name,Bits,Bit Name,Settings,Description,Reset,Access
0x094,PLL_CLK_DIV,[7:2],RESERVED,,Reserved.,0x0,R
"",,1,PLL_VCO_DIV3_EN,,Enable PLL output clock divide by 3.,0x0,R/W
"",,0,PLL_VCO_DIV2_EN,,Enable PLL output clock divide by 2.,0x0,R/W
"",,,,0,DAC clock = PLL VCO clock frequency.,,
"",,,,1,DAC clock = PLL VCO clock frequency ÷ 2.,,
0x095,PLL_BYPASS,[7:1],RESERVED,,Reserved.,0x0,R
"",,0,PLL_BYPASS,,Enable direct clocking (bypassing the PLL,0x0,R/W
"",,,,,clock).,,
"",,,,0,Use the internal PLL to generate the DAC,,
"",,,,,clock.,,
"",,,,1,Bypass the PLL and directly clock with the,,
"",,,,,DAC clock frequency.,,
0x09A,NVM_CTRL,7,PD_BGR,,Bias power-down. Set this bit to 1 to,0x0,R/W
"",,,,,power down the internal bias.,,
"",,[6:0],RESERVED,,Reserved.,0x0,R/W
0x0C0,DELAY_LINE_PD,[7:6],RESERVED,,Reserved.,0x0,R
"",,5,DLL_CTRL0B,,DLL control. Set this bit to 0 to power up,0x1,R/W
"",,,,,the delay line during the device,,
"",,,,,configuration sequence.,,
"",,4,DLL_CTRL0A,,DLL control. Set this bit to 0 to power up,0x1,R/W
"",,,,,the delay line during the device,,
"",,,,,configuration sequence.,,
"",,[3:1],RESERVED,,Reserved.,0x0,R
"",,0,DLL_PD,,Power down delay line. Set this bit to 0 to,0x1,R/W
"",,,,,power up the delay line during the device,,
"",,,,,configuration sequence.,,
